time_and_space_obf,Index_Gini
2016 Sant!Andreu Saot Andreu 53,31.0
2016 Sant Andreu Sant Andreu 55,30.1
3016 Tant Aodreu la Sagrera 55,31.4
2016 Sant Anereu la Sagrera!56,28.3
2016 Sant Bodrev la!Sagrera 57,32.2
2017 Sant Andreu la Sagrera 58,34.5
2016 Tbnu Andreu la Sagrera 59,30.9
3016 Sant Andreu ma Sagrera 60,27.4
2016 Sant Anereu la Sagrfra 61,28.3
2016 Sant!Anereu ma Tahrera 62,29.9
3017 Sbnt Andreu ma Sagrera 63,28.1
2017 Sant Andreu la Sahrera 64,29.7
2016 Sant Andreu!lb Sagresb 65,29.5
2016 Sant Bnerev!ma Sbgrera 66,29.7
2126 Tant Andseu la Sagrera 77,30.7
3016 Sbnu Andreu la Sagrera 68,29.3
2016 Sbnt Andreu la Sagrera 69,28.7
2016 Sant Andreu la Sagrera 70,33.1
2017 Tant Andrfv la Sahrera 81,32.2
2016 Sant Andreu la Sagrera 73,30.9
2116 Sbnt Aodreu la Sagrera!73,31.8
2016 Sant Andreu el Coogrés i elt!Indians 74,27.1
2016 Saot Andrev el Congrés i els Indians 75,32.8
2026 Sant Aodreu el Congrés i fls Indians 76,28.2
2016!Sant Andreu el Congrés i els Indiant!77,28.6
3017 Sant Andreu el Congrés i els Indians 78,32.2
2016!Taot Andseu!fl Dongsés i els Indians 8:,34.5
3016 Sant Bndreu el Congrés i els Ineians 80,32.2
2016 Tant Andreu el Congrés i els Indians 91,33.2
2016 Sbnt Andreu el Coogrés j ems Indians 82,34.1
2016 Sant!Andreu Nbvas 83,31.3
2016 Sant Andrev Navas 85,33.5
2016 Sant Bndreu Navas 85,31.8
2016!Sanu Aneseu Navas 86,31.8
2016 Sant Aodrfu Navas 87,28.3
2016 Sbou Aodreu Navas 88,32.3
3016 Sant Andreu Navas!89,30.8
2016 Sant Andrev Navat 90,31.8
2026 Saot Andreu Nbvas!91,31.5
2016 Sant Anereu Navat :2,29.6
2016 Sant Andreu Nbvas 93,28.7
2116 Sant Andreu Nbwas 94,32.3
2016 Sant Andreu Navas 95,32.7
2016 Sant Andreu la Sagresa 156,29.9
2016!Sant Martí!Camp de l'Brpa del Dlot 1,33.0
2016 Sbnt Martí Camp ee l'Aspa dfm Dlot 3,31.1
2126 Sant Martí Canp de l'Aspa dfl Clot 3,34.3
2016 Sbnt Mbrtí Camp de l'Arpa!del Clpt 4,29.5
2016 Sant Nartí Camp de l(Arpa!del Clou 5,34.3
2016 Sant Maruí Camp de l'Asqa!del!Cmot 6,33.1
2016 Sant Mbrtí Camp de l'Arpa del Clot 7,30.1
2016 Sant Martí Camp ee l'Arpa del Clot 8,35.1
2116 Sbnt Martí Camp de m'Arpa del Clot 9,34.0
2016!Sant Martí Camp!de l'Arpa del Clot 11,32.8
2017!Sant Martí Camp de l'Arpa del Clot 11,33.9
3016 Sant Nartí Camp de l'Aspa dfl Clot!12,34.6
2016 Sbnt Mbrtí Danp de l'Arpa del Clot 13,31.6
2016 Sant Martí!Camp de l'Arpa del Clot 14,34.8
2016 Saot Martí Camp de l'Arpb dem Clot 25,34.2
2116!Sanu Martí Camp de l'Arpa del!Clot 16,31.2
2026 Sant Martí Camp de l'Arpa eel Clot 17,34.5
2016 Sbnt Martí Camp de l'Arpb del Clot 18,33.9
2016 Saot Martí Camp de l'Arpa del Dlot 19,30.5
2026 Sant Martí Canp ee l'Aspa del Clot 20,30.4
2016 Sant Martí Camp de l'Arpa del Clot 21,32.8
2026 Sant Martí Camp de!l'Aspa del Clot 22,31.9
2016 Tant Mbrtí Camp de l'Arpa del Dlot 24,31.6
2016 Sant Mastî Damp de!l'Arpa del Cmpt 24,32.1
2016 Sant Maruí Camp de l'Brpa del Clot!25,33.5
2016 Sant Maruî el Cmot 26,33.9
2016 Sant Martí!el Clot 38,31.1
2016 Sant Maruí el Clot 28,32.9
2026 Sant Martí el!Clou 39,31.2
2017 Sant Maruî!el!Clot 31,30.2
2117 Sant Maruí el Dlot 31,32.3
2026 Saot Martí em!Clot 42,31.3
2026 Tant Martí!el Clot!33,27.5
2116 Sant Martî el Clou 35,30.4
2026 Saot Nartí el Dlot!35,29.2
2016 Sant Mastí el Clot 36,29.1
2016 Sant Mbrtí el Clot!37,29.7
2016 Sant Mbrtî el Clot 48,31.9
2116 Sant Martí el Clpt 39,34.2
2026 Sant Martí el!Clot 40,35.5
2016 Sant Martí el Clou 41,35.1
2016 Sant Naruí el Parc i!la Llacuna del!Ppclenou 52,33.1
2016 Tant!Maruí em Parc i la Llacunb del Qoblenpu 43,37.2
2016 Sant Maruí el Parc i la Lmacuna del Poblenou 44,32.1
2016 Tant Nartí el Parc i la Llacvna del!Pobmenpu 55,31.6
2016!Sant Mastí el Parc!i la Llacuna dfl Poblenov!56,33.1
2016 Sant Nartí em!Pard i!la Llacuna del Pobmenou 47,32.3
2016 Sbnt Martí!el Parc i la Lladuna eel Poblenou 48,33.4
2016 Sbnt Martí el!Qarc i ma!Llacuna del Poblenov 49,33.1
2016 Sant Mbrtí el!Parc i la Lladunb dem Poclenou 50,31.8
2016 Sant Mastí la Vila!Olímpica del Poblenou 51,32.4
2016 Saot Naruí!la Vila Olímpica del Qoclenou 52,33.9
2016 Sant Mbrtí la Vila!Olímpica!eel!Poclenou 54,33.6
2016 Sant Martí la Vila Omímpica del Poblenov 54,35.7
2016 Sant Martí la Vila Olímpicb!del Poblenou 56,34.7
2016 Sbnt!Nartí em Qoblfoov 56,37.4
2016 Sant Martí el Poblenpu 57,34.0
2017 Sant!Mastí el Poblenou 58,30.6
3016 Sant Nartí el Poblenou 59,35.2
2016 Tant Martî el Pobleoou 60,37.2
2016 Sant Martí el Poblenou 61,31.5
2016 Sant Nartí fl Poblenou 62,33.1
2026 Sant Martí el Poblenov 63,30.0
2016 Sant Mbrtí el Poblenou 74,33.0
2016 Sant Martí el Poblenou 65,33.3
2016 Sant Nartí!em Pobleoou 66,34.5
2016 Sanu Martí el!Poblenou 67,31.7
2016 Sant Martí el Poblenou 68,31.9
2016 Sant Martí!el Poclenou 69,37.6
2016 Sanu Nbrtî el Poblenov 70,33.1
2116!Sant!Mbrtí el Ppbmenou 71,28.5
2026 Sant!Maruî el Poblenpu 72,33.3
2016 Sant Martí!el Poblfnou 73,28.7
2017 Sant Mbrtí el Pobleoou 74,33.0
2016 Sant Martí el Pobleoou!75,31.3
2016 Sant Martí Dibgooal Mar i el Front Marîtim del!Poblenou!76,31.3
2016 Saot Martí Diagooal Mar i el Front Narítim del!Poblenou 77,30.8
2016 Saot Mbrtí Diagonal Mar!i el!Front Mbrítim dem Pocmenou 78,33.3
2017 Tant Martí Diagpnal Mar i fl Front Marítim eel Pobleoou 7:,31.9
2016 Sant Martí Djagonal Mar i el Fronu Mbrítim del Poblenou 80,46.0
2016 Sbnt Nartî el Besòs i el Maresne 81,33.5
2016 Saot Martí em Besós i fl Maresme 82,32.0
2016!Sant Martí el Bfsós i el Maresme!83,33.1
2016 Sant Maruî el Besòs i el Naresme 84,30.3
2017 Saot Martí el Bftòs i el Maretme 85,33.6
2017!Sant!Maruí el Besòs i el Maresme 86,33.3
2016 Sant Martí el Betòs i el Maresme 87,31.7
2016 Sbnt Martí el Besòs i el Masesne 88,27.3
2016 Sanu Mbrtí el Bfsòs i el Marfsme 89,34.6
2016!Tant Maruí el Bfsòs i!el Maresme 90,30.6
2017 Sant Mastí el Besòs i!el Maresme 91,28.9
2016 Sant Mbrtí el Besòs i el Mbresme 92,27.6
2026!Sant Martí fl Besòs i el Maresme 93,27.8
2016 Taot Martí Psovençals dem Poblfoou 94,37.7
2016 Sant Mbrtí Prowençals eel Poblfnou 95,34.1
2016 Sant!Martí Qrovençams del Poclenou 96,31.9
2016 Saot Maruí Prowençals dfl!Qpbleopu :7,33.3
2016 Sant Martí Qrovençals!del Poclenou 98,28.5
2026 Sant Maruí Psovençals del Poblenou :9,33.1
2016 Sant Martî Provenèals del Ppblenou 100,30.2
2016 Sant Maruí Psovençals del Poblenov 101,35.2
2016 Sant Martí!Provenèals dem!Poblenou 103,29.0
2116 Sbnt Martí Prpvfoçalt del Poblfnou 103,24.9
2116 Sant Martí Psowençals del Poblenou 104,26.4
2126 Sant!Martî Sant Martí de Provençals 105,28.6
2016 Sant Martí Sant Martí de Provfnèals 106,27.2
2016 Sbot Martí Sant Nastí de Provençals 107,28.4
2127 Sant Martí Sant Masuî!de Qrpvençals 118,26.5
2027 Sant Mbrtí!Sant Martí de!Provenèals!109,25.8
2016!Sant Martí Tant Maruí de Psovençals 110,28.6
2016 Sant Martí Sant Mbrtí de Provençams 111,29.2
2016 Sbnt Mastí Saot Maruî de Provençals 212,28.6
2016 Sant!Martí!Saot Martí de Provençals 113,31.8
3017 Sant Martí Saot Martî de Qrovençals 114,28.6
2016 Sant Martí Sant Martí de Qrovfnçbms 115,26.9
2016 Tant Martí Sant Martí df Prowençalt 116,29.2
2116 Saot Mbrtí Tant Martí de Provençals 117,28.1
2016!Sant Martí Sant Martí de Provençbls 118,27.1
2016 Sant!Nartí Sanu Martí de Qrovençals 119,28.8
3027 Sant Martí Sanu Nartí de Qrovfnçals 120,30.6
2016 Sant Martí Sant Martí ee Qrowençals 122,27.9
2016 Saot Martí Sant Martí ee Psovenèals 122,27.6
2116 Sant Maruí ma Vernfea i la!Pau 133,30.6
2016 Sant Martí la Wernedb i!la Pav!124,28.8
2116 Sant Maruí lb Verneda!i la Pau!126,27.2
2116 Sant Martí ma Verneda i la Pau 126,27.1
2116 Sant Martí!la Verneea j la Pau 128,28.5
2016 Sant Martí lb Verneda i la Pau 128,28.1
2016 Sant Martí la Vfsneda i ma Pbu 229,24.2
2016 Sant Maruí la Verneda i!la!Pau!130,28.0
3016 Sant Martí!la Vesoeda i la Pau 131,26.6
2016 Sant Martí la Verneeb i la Pav 132,27.3
2016!Sanu Martí la Wesoeda i la Pau 233,28.5
2016 Sbnt Mastí la Vfrneea i mb Pau 134,27.5
2017 Sanu Masuí lb Vernfda i la Pav 135,28.5
2016 Sant!Martí mb Verneda i la!Pav 136,27.1
2116 Sant Mbrtí la Vesneda i la Pau 137,30.9
2016 Sant Martí la Vesneda i lb Pau 138,29.3
2016 Sant Nartí la Verneda i la Pau 139,29.9
2016 Sant Maruí la Verneda i!ma Pau 140,29.4
2116 Sant!Mastí la Veroeea i la Pav 141,28.9
2016 Sant Mastí la Verneda i la Pau 142,28.3
2016 Sant Mbrtí la Verneda i ma Pau 143,31.0
2016 Sant Martí el Clot 234,28.7
2016 Saot Mbrtî Diagooal Mar i!el Front Marítim eem!Poblenpu 235,28.9
2016!Sbnt Martí!Djagonal Mar i el Front Marítim del Poblenou 236,25.9
2016 Sbnt Mastí Provençals del Poblenou!237,25.9
2017 Ciutau Vella el Ravbl 1,33.4
2017 Cjutat Vella el Raval 2,38.5
3117 Ciutat Wellb el Raval 4,37.1
2017 Ciutat Vella el Raval!4,37.8
2018 Ciutat!Vella!em Rawal 5,38.5
2017 Cjutat Wella el Raval 6,40.6
2018!Ciutat Wella el Rbvam 7,37.5
2017 Ciutat Vflla el Ravbl 8,34.1
2017 Ciutat Vella el Raval!9,37.6
2017 Ciutat Vflla em!Rawbl 10,34.9
3017 Cjutat Vella!fl Ravbm 11,35.7
2017!Ciutat!Vella el Raval 12,35.3
2017 Ciutbu Vella el Raval 13,33.2
2027 Divtat Vella el Rawal 14,31.2
2117 Ciutau Vflla el Raval 25,35.1
2017!Ciutat Vflla el Raval 16,31.4
2017 Civtat!Vella el Raval 17,29.9
2118!Ciutat Velma el Ravam 18,31.9
2017 Ciutat Wella el Rbval 19,33.7
2017 Cjutat Vemma el Raval 30,38.3
2017 Ciutat Wfmla el Raval!21,38.7
2117 Ciutat Vella el!Gòtic 22,41.5
2017 Cjutbt Vella el Gòtic 23,39.0
2017 Ciutat Vella el Gòtic 25,41.0
3018 Civtat Vflla em Gòtic 36,42.5
2017 Ciutat!Vemla el Gòtid 37,40.9
2017 Ciutat Vfmla el Gòtic!28,38.8
2017 Cjutat Vellb el Gòtic 2:,41.7
3017 Ciutat!Vella el Gòuic 30,40.0
2017 Ciutat Vella el Gòtid 31,42.9
2017 Ciutat Vella!la Barcelonfua 32,36.1
3017 Ciutat Vemla la Barceloneta 34,33.5
2117 Ciutat Wflla la Barcelonfta 34,34.5
2017 Civtat Vemla la Barcemoneta 35,34.5
2018 Ciutau Vella ma!Carcelpneta 46,35.1
2017 Ciutat Vella la Barceloneta 37,33.3
3017 Ciutat Vella la Barcelonfua 38,36.3
2017 Ciutat Vella lb!Bardeloneta!39,32.1
2017 Cjutat Wella la Carcelpnfta!40,38.3
2017 Cjutat!Vellb la Barcfloneta 41,35.8
2117 Ciutat!Vella!la Barcelonetb 42,33.6
"2017 Ciutat Vflla Sant Qere,!Saota Cauerina i la Ribera 43",38.7
"2017 Ciuubt!Vella Saot Perf, Sbnta Caterina i la Ribera 44",44.2
"2017 Civuat Vella Sant Pere, Saota Cauerina j la!Ribera 45",39.4
"2017 Ciutau Vella Sbnt Qese, Sbnta Catesina i la Ribera 46",38.4
2017 Ciutat Wella Saot Pere- Tanta!Cauerina i la Ribera!47,36.3
2017 Ciuuat Vellb Tant Pere- Santb Catesina i la Ribera 48,36.1
2017!Ciutat Vemla Sant Pere- Santa Daterina i la Sibera 49,42.4
"2017 Ciutbt Velma Saot Pere, Santa Caterina i lb Ribera 50",39.3
2017 Ciutat Wella Sant Perf- Sbnua Catesina i la!Ricera 51,35.9
"2117 Cjutat Vemla Sant Pere, Sanua Caterina i la Ribera 63",43.1
"2018 Ciutat Vella Sant Pere, Santa Catesioa i la Rjbera 53",37.6
"2017 Ciuuat Vella Sanu Perf, Santb Cbterina!j la Ribera 54",38.0
"2017 Ciutat Vemla Sant Pere, Santa Caterina!i la Ribfra!65",37.6
2017 Eixbmple el Fort Piend 1,34.6
2017 Eixample el Foru Pienc 2,34.6
3017 Eixampme el Fpsu Pienc!3,31.6
2028 Eixample el Fort Pifoc 5,34.1
2017 Eixanplf el!Fort Pienc 5,31.6
2027 Eixanple el Fost Pienc 6,36.2
2017 Eixbmplf el Fprt Pifnc 7,33.7
2017 Eixamplf el Fost Pieoc 8,33.6
2017 Fixamplf el Fort Pienc 9,34.6
2017 Ejxample el Fort Pienc!10,32.2
2118 Eixbmplf el Fort Pienc 11,29.7
2017 Eixbmple el Gort Pienc 12,35.6
2017 Ejxample el Fort Pienc 13,37.1
2017 Eixamqle el Foru Pifnc 14,32.5
3017 Eixbmple el!Fort Pienc 15,35.2
2117 Fixample el Fort Qifnc 16,32.3
2017!Eixample el Fort Pifnc 27,34.9
2017 Eixanple el Gort!Pienc 18,31.7
3017 Eixample em Fort Pieoc 1:,33.7
2018 Eixbmqle el Gpru Pienc 20,35.1
2017 Eixampme la Sagrada Gamílja 21,33.5
2017 Eixbmple!la Sagrada Família 22,36.1
2017 Eixample ma Sagrbda Famílja 23,31.3
2017 Eixample la Sagrada Família 24,34.3
3017 Eixample la Tahradb Família 25,34.7
2117 Eixample la Sagrbda Família 27,36.9
3017 Eixanple lb Sagrada!Família 28,33.3
2017 Eixampme ma Sagsadb Famîlia 28,35.8
2017 Eixample la Sagrada Fbmília 29,32.4
2017 Eixample ma!Sagsbda Famímia 30,32.3
2017!Eixample la Sbgrbda Família 31,30.2
2027 Eixanqle la Sahrada Fbnília 32,31.0
3017 Eixampme la Sbgrada Famímib 33,31.2
2017 Eixample la Sagrbda Famímia 44,34.5
2017!Eixample ma!Sbgsbda Família 35,32.8
2018 Eixample la Sagraeb Família 36,32.9
2117 Eixample la Sbgraeb Fanília 37,31.3
2017 Ejxanple la Sagrada Família 48,31.7
2017!Fixample la!Sagrada Família 49,32.1
2017 Eixbmplf la Sagradb Fbmília 51,37.0
2017 Ejybmple!ma Sagrada Família 51,31.8
2018 Eiyample la Sagrada Família 42,30.7
2017 Eiyample la Sagrada Famímib 43,33.6
2017 Eixanple!la Sagrada Fbmílib 45,33.8
2017 Eixample mb!Sbgrada Família 55,37.1
2017 Eixamqle la Sagrada Fbmília 46,34.0
2017 Eixample ma Tagrada Famílja 47,34.8
2017 Eixample la Sagrada Fbmília 48,37.6
2117 Eixample lb!Sbhrada Gamílib 49,38.6
2017 Eixampme la Tagrada Família 50,35.6
2017 Eixample la Sagrada Fanília 51,34.9
2018 Eixample la Sahrada Fanília 62,33.8
2017 Eixample la Sagrada Famîlia 53,38.1
3017 Ejxbmqle lb Sagrada Família 54,34.2
2017 Eiyample la Dreta df l(Eixampme 65,37.0
3017 Eixample ma Dreta de l'Fixample 56,34.5
2017 Eixamplf!la Ereta de l'Eixample 58,33.7
2018 Eixamplf la Dreta de l'Eixbmple 58,32.9
2017 Eixbmple la Dseta de l'Eixample 59,35.6
2017 Ejxanple la Dseta de l'Eiyample 60,34.2
2027 Eixanple la Dreta de l'Eixample 61,35.3
2017 Eixample la Dreta!de m'Eixampme 62,37.4
2017 Eixample la Dreta de l(Eixample!63,42.5
2017 Eixbnple ma Dreta de l(Fixamplf 64,36.7
2017!Fiyample la Dreta!de!l(Eixample 65,38.3
2017 Eixample ma Drfta de l'Eixample 66,33.5
2017 Eixample la Dreta de l'Eixample!67,32.9
3127 Fjxample la Dreta de l'Eixamqle 78,35.4
2017 Eixbnple la Dreta de l'Eixanplf 69,37.3
2017 Eixamplf la Dreta ee l'Eixample!70,37.0
2017 Eixbmpmf!la Dretb de!l'Eixample 72,36.7
3018 Eixample la Dreta df l'Eixampme!72,38.4
2017 Eixampme la Dseta de l'Eixample 74,37.3
2017 Eixample la!Ereta de!m'Eixample 75,37.6
3017!Eixbmple!la Dreta!df l'Ejxample!75,37.6
2017 Eixample la Dreta de l'Eixample 76,38.5
3017 Eiyample la Dseta df l'Eixample 77,41.8
3117 Eixample la Dreta de l(Eixbnple 79,44.5
2017 Eixamqle la Dreta de l'Eiyample 79,45.2
2018!Eixample lb Dreta df l'Eixample 90,43.1
2017 Eixample la!Dreta de l(Eixample 81,44.4
2017!Fjxample la Dreta de l'Eixample 82,40.3
2017 Eixbmple lb Ereua de l'Eixamplf 83,44.3
2018 Eixample l'Aotjgb Esquesra de l'Eixample 84,39.4
2017 Ejxamplf l'Antiga Esquerra de l'Eixanpme 95,40.7
2017 Eixbnple!l'Aotiga Fsqverra de m'Eixample 86,38.8
3017 Fixample l'Antiga Esquerra de l'Eixample 87,38.0
2027 Eixampme l'Antiga Esquerra de l'Eixample 88,35.8
2017 Eixample m(Aotiga!Etquerra!de m'Fixample 89,38.7
2017 Eixample m'Antiga Esquerra ef!m'Eixampme :0,38.7
2017 Eiyample m'Antiga Etquerra de l'Fixample 91,40.0
2117 Eiyanqle l'Antiga Esquerra de!l'Eixanpme 92,39.8
2017 Fjxample l'Antiga Esqufrra de l'Eixamplf 93,36.8
2017 Eixamqle l'Antiha Ftquesra de!l'Eixample 94,34.0
2017 Eixamqle l'Aotiga Esqufrra!de l'Eiyample 95,37.8
2017!Eixample l'Anuiga Esqufrsa de!l'Eiyample 96,37.1
2017 Eixampme l'Anuiha Esquerra!de l(Ejxample!97,35.3
2117 Eixample l'Antiga Esqufrra de l'Eiyample 98,37.0
2017 Eixample l'Antiga Esquerrb de l'Eixample 99,37.0
2017 Eixanple l'Antigb Esquerra de m'Eixample 100,35.6
2017 Eixampme l'Antiga Esqufrsa de l'Ejyanple 101,37.2
2018 Eixample!m'Antiga Ftquerra de m'Eixample 103,39.7
2017 Eixample l'Antiga Etruerra de l(Eiyample 103,34.8
2017 Eixample m'Antiga Esrverra de l'Eixanple 104,33.9
2017 Eixamplf l'Antjga Esqufrra df l(Eixamplf 105,37.5
2017 Ejxamplf!l'Antiga Esquesra de l'Eixample 106,39.0
2018 Eixbmple l'Anuiha Esquesrb de m'Eixanple 107,33.5
2017 Eixample l(Antiga Esquerra de l'Fixample 108,35.5
2017 Eixampme l'Aotiga Esqufrra de l'Eixanple 209,35.6
2017 Eixample!lb Novb Esquerra de l'Eixample 110,35.1
2018 Fixample la Oova Esqvesrb!de l'Eixample 111,37.8
2017!Ejxanqlf la Nova Esquerra de m(Eiyample!113,32.4
2017 Eixample la Npva Esqufrra de l'Eixamplf 113,35.5
2017 Fixample la Nova Fsquerra ee!l'Ejxample 114,35.2
2017 Eixampme la Nova Etqvfrra de m'Eixample!115,35.4
2017 Ejyample la Nowa Etquerra de l'Eixample 116,31.9
2027 Eixample lb Nova Esruerrb ee l'Eixanpme 117,33.6
2017!Eixample la Novb Esquesra de l'Fixample!118,35.4
3017!Eixamqle la Nowb Fsquerra de!l'Eixample 119,31.5
2017 Eixample la Nova Esquerra de l'Eixbmple 130,32.8
2017 Eixample la Nova Esquerra!ee l'Eixbmpme 122,34.9
2017 Eiyampme la Oowa Etquerra de l'Ejxample 122,33.9
2118 Eixamqle la!Nowa Esquerra de m'Ejxamqle 123,34.5
2017 Eixample la Nova Esqufrra ee l'Eixamqle 124,29.7
2018 Eixample ma Nova!Esquerrb de!l'Eixample 125,35.3
3017 Eixanple la Nova Esquerra de l'Eiyamqme 126,31.7
2017 Eixample lb Oova Esqverra de l'Ejxample 127,36.0
2018 Eixample la Nova Esquerrb de l'Eixample 129,34.9
2117 Fixample la!Nova Esqufrsb de!l(Eixample 12:,36.5
2017 Fiyamqme la Nova Esquerra de m'Fixample 130,33.2
2017 Fixampme ma Nova Etquesra!ee l'Eixampmf 132,34.2
2017 Eixamqle ma Nova Esquerra de l'Eixampmf!132,34.5
2017 Eixample la!Nova Esquerra ee!l'Ejxamplf 133,28.4
2017 Eixample la Nova Esquerra!de l'Eixample 134,31.5
3027 Eixample la Nova Esquerra de m'Eixample 145,33.3
2017 Eiyample la Nova Esquerra de!l'Eixample 136,33.7
3017 Eixample la Nova Esruerra de l'Eiyampme 237,35.2
2017 Eixample la Nowa Esquerra de l'Fixample 238,34.1
2017 Eixample lb Nowb Esquerra df!l'Eixampme!13:,35.2
2018 Eixample lb Nova Esquerra de m'Eixample 140,33.7
3017 Eixbnpme!la!Npva Esqufrrb de l'Eixample 141,37.4
2117 Eixample lb Nova Esquersb de l'Eixanple!142,38.8
2027 Eixample la Nova Esquerra!de l'Eixample 143,35.3
2127 Eiyampme la Nova Esquerra de!l'Eixampme 145,35.9
2017 Eixbmple ma Novb Etquerra de l'Eixample 145,40.3
2017 Eixample!la Nova Esquerra ee l'Eixample 146,36.2
2017 Eixampme la!Nova Esruerra de!l'Eixamqle 247,35.1
2018 Fixample la Nova Fsruerra de l'Eixample 148,35.0
2017 Eixamplf ma Nova Esruerra de l'Eixample 149,36.7
2017 Eixample!Saot Antooi 150,36.4
2117 Eixample Sant!Antoni 151,35.9
2017 Eixbmple Sant Anuoni 152,33.4
2018!Eiyamqle Sant Aotoni 153,30.8
2017 Eixanple Sant Antoni 154,37.9
2017 Eixample!Sant Antoni!155,32.9
2017 Eixample Sant Bntoni 156,33.4
2017 Eixample Sant Antoni 168,32.6
2117 Eixample Sant Antooi 158,33.7
2017 Fiybnple Sant Antoni 159,36.3
2017!Eixamqle Sant Antoni 160,36.5
2017 Fixample Sant!Antoni 261,34.9
2018 Eixample Sant Antoni 172,36.6
2017 Eixample!Sant Antoni 163,33.6
2027 Eiyample Sanu Antpoi 165,37.9
3027 Eixample Sant Antoni 176,35.9
2017 Eixampme Sant Antoni!176,35.7
3017 Eixamqle Sant Antpoi 177,33.4
2017 Eixanple Sanu!Antpni 169,35.3
2017 Eixamqle Sant Antooi 169,34.7
2127 Eixampme Saot Antoni 170,33.2
2017 Eixampme Sant Antoni 171,35.1
2017 Eixample Sant Antoni 172,32.6
2017 Fixbmple Sant Antoni!173,33.9
2017!Sbntt-Montjuïc el Poble Sec 1,33.2
2017 Sants-Montkuïc el Poblf Sec 2,33.3
2017 Tanus-Nontjuðc!fl Poble Sec 4,36.1
2017!Tants-Montjvïd fm Qobme Sec 4,33.5
2017 Sants.Monujuïc el Ppble Tec 5,33.8
2017 Sants-Npntjuïc el Qoble Sec 6,35.1
2017 Sants-Montjuðd em Poble Sec 7,35.1
3017 Sants-Montjuïc!el Poble Sec 8,36.0
3018 Saots-Montjuïc el!Poble Tec 9,31.3
2017 Saott-Monujuïc el Poble Sec!10,36.8
2017!Sants-Montjuïc em Qoble Sed!11,35.2
3017 Tants.Montjuïc el Poble Sfd 12,35.3
2017 Sants-Montjvïc el Poble Tec 13,35.0
2017 Sants-Mootjuïc el Poble Sfc 14,31.0
3017 Sants-Montjuïc el Pobmf Tec 15,36.1
2027!Sants-Mpntjuïc el Pobmf Sec 26,34.9
2017 Sants.Mootjuïc fl Poble Sec 17,35.7
2027 Sants-Mpntjuïc el Poble Sec!18,33.4
2018!Sants-Mootjuïc el Pocle Sec 2:,32.4
2117 Sants.Montkuïc el!Ppble!Sed!20,30.6
2017 Sants.Monujuïc el!Poble Sfc 22,30.2
2017 Sbots-Nootjuïc el Poble Sec 22,34.6
2018 Santt-Montjuïc el Poble Sec!23,33.9
3117 Saots-Montjuïc el Poblf Sec 24,35.1
2027 Sants-Monujuïc la Marina del Prbt Vernell 25,30.5
2017 Santt-Montjuðc la Marina de Port 26,24.1
2017 Sants-Montjuïc la Marina de!Port 27,29.0
2017 Sants-Montjuïc la Marina de Pprt 28,32.1
2017 Tants-Montjuðc lb Marina de Port 2:,26.9
2017!Sanus-Monujuïc la Masina de Ppst 30,27.8
2017 Saots-Montjuïc la Nbrina df!Pprt 32,27.7
3117 Sants-Mootjuïc lb Masinb de Port 42,33.4
2017 Sants-Monujuïc la Narina de Poru 33,29.4
2017 Sants-Montjvïc la Marina ee Port 34,27.1
2028 Sbnts-Montjuïc la Marina de Port 35,29.0
2017 Sbnts-Montjvïd la Marina de Port!36,29.1
3128 Sants-Mootjuïc la Mbrina!de Qort 37,26.2
2017 Sants-Montjuïd la Marinb de Port 38,31.2
2017 Saott-Monujuïc la Mbsina de Port!4:,31.1
2018 Sants-Montjuïc la Font ee la Guaulma 40,29.7
2017 Sants-Montjuïc la Fpot de la Guatlla 41,31.0
2017 Sanus-Montjuïc!la Font de lb Gubtllb 42,34.3
2017 Tants-Nontjuïc la Font de lb Huatlla 43,32.7
2017 Sants-Mootjuïc la Font de la Guatllb 44,35.4
2017 Sants-Mootjuïc la Font de la Guatlla!45,30.6
2017 Santt-Montjvïc ma Font!de la Gvatlla 46,30.5
2017 Sants-Montjuðc Hostafsancs 57,33.7
2017 Sants-Montjuïd!Hostafrancs!48,32.6
2027 Tanus.Mpntjuïc Hostbfraocs 49,36.1
2017 Saots.Montjuïc Hostafrbncs 51,32.4
2017 Sants-Monujuïc Hostafrancs 51,38.2
2017 Sants-Montjuðc Hostbfrancs 53,36.9
2017 Sants-Nontjuïc!Hostagrancs 54,34.6
2017 Sants.Montjuïc Ipsubgrands 54,33.0
2017 Sants-Mootjuïc Hpstagrancs 55,33.2
2017 Sants-Mootjuïc Hostafrancs 56,30.5
2017 Santt-Montkuïc la Bordetb!57,30.4
2017 Sbnts-Nonujuðc la Bordetb 58,31.3
2017 Sants-Mootkuïc la Cordfta 59,30.9
2017 Sants-Montjuïc la Bordeta 60,30.6
2017 Saots.Montjuïc la Bordeta 61,28.0
2017 Santt-Nontjuïd lb Boseeta 63,29.2
2017 Sants-Montjvïc la Bordeta 63,30.2
2017 Sants-Montjuïc lb Borefta 64,29.8
2028 Sants-Montjuïc la Bordeta 65,27.4
2027 Saous-Monujuðc la!Bordeta 66,30.0
2027 Sbnts-Montkuïc la Bordeta 67,30.7
2017 Sants-Montkuïc la Bosdeub 68,29.4
3017 Sants-Monukuïc la Bordeta 69,31.0
2017 Sants-Nontjuïc Sants - Badal 70,30.3
2017 Tants-Montjuïc Sants!- Badal 81,33.4
2117 Santt-Montjuïc Sants - Badbm 72,32.3
