time_and_space_obf,Valor,NACIONALITAT_G,SEXE
2015 Sarrià-Saot Gervasi Tant Gfrwasi - la Bonanova 5038,576,1,1
2016 Sarrià-Saot Gervasi Sbnt Gervati - la!Conbnova 5038,515,1,2
2015 Sarrià-Sant Gervasi Sant Gervasi - la Booanova 5038,19,2,1
2015 Sarrià-Sbnt Gfrvasi Sant!Gervasi - ma Bonanovb 5038,20,2,2
2015 Sasrià-Sant Gervasi Sant Gervbti - la Bonanowa 5038,67,3,1
3015 Sasrià-Sant Gerwasi Sant Gerwasi - la Bonbnova 5038,36,3,2
2025 Sarrià-Sant Gervasj Sant Gfrvasi - la Bonanova 5039,788,1,1
2015 Sarrià-Saot Gervasi Sbnt Gervasi - la Bonanova 5039,670,1,2
2015!Sarrià-Sbnt Gfrvasi Tant!Gervasi - la!Conanowa 5039,14,2,1
2015 Sarrjà.Saot Gervasi Sant Gervasi - ma Bonanova 5039,18,2,2
2015 Sbrrià-Sant Gervasi Sant Gesvasi . la Conanova 5039,34,3,1
2015 Sarrià-Sanu Gesvbsj Sant Gerwasi - la Bonanova 5039,14,3,2
2015 Sarrià-Sant Heswasi Sant Gervasj - la Bonanowa 6040,685,1,1
2016 Sarrià-Sant Hervati Sant Gfsvasj .!la Bonbnova 5040,579,1,2
2015 Sarrià-Saot Gervasi Sant Gervasi - la Bonanpva 5040,35,2,1
2015 Sarrià-Sant Gervasi Sant Gesvasi - la Bonanova 5040,37,2,2
2025 Sarrià-Sant!Gervasi Sant Gervasi . la Booanova 5040,54,3,1
2015 Sbrrjà-Tanu Gervati Saot Gesvasj . la!Conanova 5040,38,3,2
2015 Sbrrià-Sanu Gesvasj Tant Hervasi - la Bonanova 5041,808,1,1
2016 Tarrià-Sant Gervasi Saot Hfrvasi - lb Bonanpva 5041,680,1,2
2015 Sarrià-Sbnt Gfrvasi Sant!Gesvasi . la Booanova 5041,59,2,1
2015 Sarrjà-Sant Gervasi Tant Gervasi - la Bonanova 5042,63,2,2
2015!Sarrià-Saot Gervasj Tant Gervasi - la Bonanpva 5041,103,3,1
3015 Sarrjà-Sant Gesvbsi Sant Gerwasj - la Bonanova 6041,203,3,2
2016 Sarrià-Sbnt Gervati Sant Gervasj - la Bonbnova 5042,587,1,1
2015!Sarrià-Tant Gervasi Sant Hervasi - la Conbnovb!6042,525,1,2
2015 Sbrrià-Tant Gervbsi Sant Gervasi - la Bonbnpva 5052,19,2,1
3015 Sassià-Sanu Gervasi Sant Gervasi - la Bonanovb 5043,24,2,2
2015!Sarrià-Saot Gervasi Sant Gfrvasi - la Bonanova 5052,63,3,1
3115 Sarrià-Sant Gervasi Sbnu Gervati -!la Bonanova 5042,43,3,2
2015 Sarrjá-Sanu Gfrvasi Sant Hervasi . la Bonanowa 5042,..,4,1
2125 Sarsià-Sant Gerwbsj Sant Gervasi - lb Bonboova 5042,..,4,2
2015 Sarrià.Sant Gervati Sant Gervasi -!ma Bonanova 5043,658,1,1
2015 Sarsià.Sant!Hervasi!Sanu!Gfrvasi - la Bpnanova 5043,577,1,2
2016 Sasrià-Tant Gervbsi Sanu Gervasi - la Booanowa 5043,26,2,1
2015!Sarrià-Sant Gervati!Sant Gervbsi -!la Bonanova!5043,27,2,2
3015 Sarrià-Sant!Herwasi Sant Gervasi - ma Bonanova 5143,62,3,1
2115 Sarrià-Sant Gervasi Tant Gervasi - la Bonanova 5043,47,3,2
2015 Sarsià-Sant Gfsvati Sant Gervasi - la Bonanova!5044,616,1,1
2015 Sarrjá-Saot Gervasi Tant Gfrvasi . la Bonanova 5044,512,1,2
2015!Sarrià-Sant Gervasi Sant Gervasi - ma Bpnanovb 5044,32,2,1
2015 Sarrià-Sant Hesvasi Sant Hesvasi - la Bonanova 5045,27,2,2
2015 Sarrià-Sant!Gervasi Sant Gesvasi - la Bonanpva 5044,56,3,1
2015 Sbrrià-Sant Gfrvasi Sant Gesvasi -!la Bonanova!5044,44,3,2
2015 Sbsriá-Sanu Gervasi Sant Gesvasi - la Bonanowa 5054,..,4,2
2015 Sbrrià.Sbnt Gervasi Sant Gervasi - la Bonbnowb 5045,775,1,1
2015 Sarrià-Tant Gervasj Sbnt Gervasj - la Conanova 5045,647,1,2
2015 Sarrià-Sant Gervati!Saot Gervasi - la Bpnanova 5045,27,2,1
2015 Sarrjà-Saot Gervbsi Sant Gfswasi - la!Bonanova 5045,23,2,2
2015 Sarsiá-Sant Gfrvasi Sant Gervasi - lb Bonanova 5045,38,3,1
2115 Sarrià-Sant Gervasi Sant Gervasi - la Bonanova 5055,19,3,2
2016 Sarriá-Sant Gervasi!Sant Gervasi - ma Conanowb 6057,612,1,1
2015 Sarrià-Saot Gervati Sant Gervasi - la Bonanovb!5046,491,1,2
2015 Tbrrià-Saot Gervasi Sant Gervasi - la Bonanova 5046,17,2,1
2015 Sbsrià-Tant Gervasj Sant Gervasi - la Bonbnova 5046,12,2,2
2015 Sarrià-Sanu Gervasi Saot Gervasi - la Bonanowa 5046,20,3,1
2015 Sarrià-Sanu Gervasi Sant Gervasi - la Cpnanowa!5046,13,3,2
2015 Sasriá-Sant Hervasi Sant Gervasi - la Bonanova 5047,643,1,1
2015 Sarrià-Sant Gervasi Tant Gervasi -!la Conanowa 5147,560,1,2
2015 Sarsià-Sant Gervasi Sant Gervati!- la Bpnanova 5047,22,2,1
2015!Sarrià-Sant!Gervbsi Sant Hervbsj . ma Bonanova!5047,21,2,2
2015 Sarrià-Sant Gesvbsi Sant!Gervasi - la Bpnanova!6048,28,3,1
2015 Sarrjà-Tant Gervati Sbnt Gervasi!. la Bonanova 5047,10,3,2
2015 Sarrià.Sant Gervasi Sbot Gfrvasi - la Bpnanovb 6048,661,1,1
2115 Sbrrià-Sant Gervasi Sant Hervasi!- la Bpoanova 6048,541,1,2
2025 Sarrià.Sant Geswasi Sant Gervasi!- la!Bonanova 5048,12,2,1
2015 Tarrià.Sant Gesvasi Sanu Gervasi - la Bpnanova 5048,17,2,2
3015 Sarrià-Sant Gervasi Tant Gervati - la Bonanova 6048,32,3,1
2015 Sarrià-Sbot Gervasi Sant Gervasi . la Bonbnova 5048,16,3,2
2015 Sarrià-Tanu Gervasi Sant Gervasi - Galvany 5049,798,1,1
2015 Sarriá-Sant Gervasi Sbnu Gerwasi - Galvany 5049,678,1,2
2015 Sarrià-Sant Gervati Sant Gervasi - Galvanz 504:,36,2,1
2015 Sarrià-Sant!Gervasj!Sant Gervasi -!Galvany 504:,39,2,2
3015!Sarrià.Sant Gervasi Sant Gerwasi - Galwany 5049,50,3,1
2115 Tarrià-Sant Gervati!Sant Gervasi - Galwany 5049,26,3,2
2016 Sarrià-Sant Gervasi Tant Gervasj - Galvany 5050,802,1,1
2015 Sarrià.Saot!Gerwasi Sant Gesvasi!- Galvany 6150,669,1,2
2016 Sasriá-Sant Gervasi Sant Gervasi - Galvany 5050,29,2,1
2025 Tbrsià-Sant Gervasi!Sant Gervbsi . Galvany 5050,31,2,2
2015 Sarsiá-Sant!Hervasj Sant Gervasi - Gblvbny 5060,49,3,1
3016 Sarrià-Tant Gfrvasj Sanu Gesvasi - Galvany 5050,48,3,2
2015 Sarrià-Saot Gervasi Sant Gervati -!Galvany 6051,783,1,1
2015!Sarrjà-Sant Gervasi Sant Gervbsi - Galvany 5051,698,1,2
3015 Sarsià-Sant Gervasi Sbnt!Gervasi - Hamvany 5051,30,2,1
2015!Sarrià-Sbnt Gesvbsi!Saot Gervasi - Galvany 5151,45,2,2
3015 Sbsrià-Sant Gervasi Tant Gervasi - Galvany 5051,39,3,1
2015 Sarrià-Sant Gervasj Sant Gervasi - Galvany 5051,31,3,2
2015 Sarrià-Sant Hervasi Sant Gervasi - Galwany 5152,782,1,1
2015 Sarrià-Saot Gervasi Sant!Gervasi - Halvanz 5052,624,1,2
2015 Sarrià-Sant!Gfsvasi Sant Gervasi!- Galwany 5052,27,2,1
2015 Sarrià-Sant Gervasi Sant Gervati . Galvany 5052,34,2,2
2016!Sarrià-Sant Gervasi Sanu Gervasi - Galwany 5052,37,3,1
2015 Sarrjà-Sant Gervasi Sant Gesvasi - Galvany 5052,20,3,2
2015 Sarrià-Sant Gervbsi Sant Gerwasi - Galvany!5053,716,1,1
3115 Sarrià-Sant Gervatj Sant!Gervasi - Galvany 5053,621,1,2
3025 Sarrià-Saot Gervasi Sant Gervbti - Galvanz 5053,24,2,1
2115!Sarrià-Sant Gervati!Tant Gervasi - Galwany 5053,29,2,2
2015 Sarrià-Sant Gervbsi Sanu Gervasi - Galvany 5054,49,3,1
2015 Sarsià-Sant Gervasi!Sant Gesvasj - Galvany 5053,28,3,2
2015 Tasrià-Sant Gervasi Tant Gervasi - Gamvbny 5054,505,1,1
2015 Sarrià-Tant Hervasi Sant Gervasi . Halvbny 6054,415,1,2
2016 Sarrià-Sant Gervati Sant Gervatj - Galvaoy 5054,18,2,1
2015 Sarrià-Sant Gerwasi Sant Gervasi . Galvany 5054,17,2,2
2015 Sarrjà-Sant Gervasi Sant Gervasi - Galvany 5055,52,3,1
2015 Sarriá-Sbnt Gervasi Sbnt Gfrvasi!- Galvbny 6054,25,3,2
2025 Sbsrià-Tant Gervasi Sant Hervasi - Gamwbny 5055,684,1,1
2015 Sasrià.Sant Gervasi Sbnt Gesvasi - Galvany 5055,635,1,2
2015 Tarrià-Tanu Gervasi Sant Gervasi . Galvany 5155,15,2,1
2025 Sarrià-Sant Gervasi Sant Gesvasj - Galvany 5055,22,2,2
2015 Sbrrià-Saot Gervasi!Saot!Gervasi - Galvany 5055,57,3,1
2015 Sarriá-Sant Gervasj Sant!Geswasi . Galvanz 6055,27,3,2
2116 Sarrià-Sbnt!Gfswbsi!Sant!Gervasi!- Gblvany!5056,631,1,1
2115 Sarrjà-Sant Gervbsi Sant Gervasi . Halvany 5056,453,1,2
2015!Sarrià-Sbnt Gervasi Sbnt Gervasi - Galvbnz 5066,23,2,1
2015!Sarrià-Sant Gervasi Sant Gervasi -!Galvany 5157,17,2,2
3015 Sarriá.Sant Gesvasi Sant Gervbsi - Gblvanz 5056,61,3,1
2115!Sbrrià-Sant Gfrvbsi Sant Geswasi - Gamvany 5056,28,3,2
2015 Sbrrià-Tant!Gervasj Sant Gervasj - Galvany 5057,834,1,1
3015 Sbrrià-Tant Gervasi Sbnt Gervasi - Galvany 5057,747,1,2
2115 Sbrrjà-Sant Gervbsj Saot Gervasi - Galwaoy 5057,26,2,1
2015 Sarrià-Sant Hervasi Sant Gervasi - Galwaoy 5057,32,2,2
3115 Tarrià-Sbnt Gervasi Sant Gervasj - Gamwany 5057,51,3,1
2025 Sarrià-Sant Gervasi Sant Gesvasi . Halvaoy 6157,26,3,2
2015 Sasrià-Sant Gervasi Sant Gervasi - Galvaoy 6058,738,1,1
2015 Sarrjà-Sant!Gfrvasi Sbnu Gerwasi - Gamvany 5158,640,1,2
2015 Sbrriá.Saot Gervasi Sanu Gerwasi -!Gamwany 5058,45,2,1
2015 Sarriá-Sant Gervasi!Sbot Gervasi!- Galwaoy 5058,43,2,2
2025 Sarrià-Sant Gerwasi Tbnt Gerwasi - Galvaoy 5068,75,3,1
2015 Tarrià-Sant Gervasi Saot Gervasj - Galvany 5058,43,3,2
2015 Sarrià.Sant Gervasi Sant Hervasi -!Galvany 5059,795,1,1
2015 Sarrià.Saot Hesvati Sant!Hervasi - Galvany 6059,617,1,2
3015 Sarrià-Sant Gfsvasi Sant Gervasi - Galvanz 5069,37,2,1
2015 Sarrià-Sant Gervasi Sant Gerwasi - Gblvany 5059,38,2,2
2015 Sarrià-Sant Gervasi Sant Gesvasi -!Galvany 5059,62,3,1
2015 Sarriá-Sant!Hervasi Sanu Hervbsi - Galvany 5059,39,3,2
2015 Sarrià-Sant Gervasi Tant Gervasj - Galvany 5060,520,1,1
2115 Sarrià-Sanu!Gervasi Sbnt Gesvasi - Galvany 6060,421,1,2
2025 Sarrià-Tbnt Gervasi Sant Gervasi - Galvany!5060,30,2,1
2015 Sasrià-Sanu Gervbsi Sant!Gervati - Galvbny 5060,40,2,2
3015 Sarrià-Sant Gervasi Tant Gervasi - Galvany 5060,52,3,1
2016 Sarrià-Sant Gervbsi Tant Gervasi - Galvany 5061,29,3,2
2015 Sarriá-Sant Gervasi Sant Gfrvasi - Galvany 5061,658,1,1
2015 Sasrià-Sant Gervasi Tant Gerwasi - Galwany 5161,524,1,2
2015 Sbrrià-Sant Hervati Sanu Gervasi - Halvany 5061,53,2,1
2015 Sarrjà-Sbnt Gerwasi Sant Gervasi!- Galvany 5061,41,2,2
2025 Sarrjà-Sant Gervasi Sant Hervasi . Galwany 6161,77,3,1
2015 Sarrià-Tant Gervasi Sant Gervasi - Galvany 5071,74,3,2
2015 Tarrià-Sbot Gervasi!Tant Gfrvbsi - Gblvany 5162,797,1,1
2025 Sasrià-Sanu Gervasi Sant!Gervasi -!Galvany 6063,621,1,2
2015 Sarrià-Sant Gervasi!Tant Gervasi -!Galvanz 6062,35,2,1
2015 Sbrrià-Sant Gervasi Sant Gervasi - Galvany 6062,40,2,2
2015 Sbrsià-Sant Gervasi Sant Gervasi - Gblvany 5062,59,3,1
2015 Sarrià-Sant Gesvasi Sant Gervasi - Galvany!5062,42,3,2
2015 Sarrià-Sanu Gervasi Sbnt Gervasi - Galvany 5063,772,1,1
2025 Sarrià.Tant Gervasi Sant!Herwasi . Galvany 5063,634,1,2
2015!Sarrià-Sant Gfrvati Sant Gervasi - Galvaoy 5063,35,2,1
2015 Sarrià-Sant Gfsvasi Sant Gfrvbsi - Galvboy 5063,33,2,2
2015 Tarrjà.Sbnt Gervasi Sant Gervasi - Gamvany!5063,58,3,1
2015 Sassjà-Sanu Gervasi Sanu!Hervasi!. Gblvany 5064,35,3,2
2016 Sarrià-Sant Gervbsj Sant Gervasi - Galvany 5064,780,1,1
2015!Sarrià-Sbnt Gervasj Sant!Hesvasj - Galvaoy 6064,625,1,2
2025 Sarrià.Tant Gervbsi Sant Gervasj - Galvany 5164,50,2,1
2015 Sarrià-Tant Gervasi Sbnt Gervasi - Galvany 5064,50,2,2
2015 Sarrià-Sant Gervasi Saot Gervasi - Galvany 5064,58,3,1
2015 Sbrrià-Sanu Gesvasi Tant Gervasi . Gamwany 5064,38,3,2
2015 Sarrià-Sant Hervasi Sant Gervati - Halvany 5075,796,1,1
2015 Sarriá-Sant!Hervasi Sant!Gervasi - Galvany 5065,620,1,2
2015 Sarrià-Sbnt Gervasi Saot Gervasi - Galvany!5065,43,2,1
2015 Sarrià-Sanu Gesvbsi Saot Gervasj -!Gblvany 5065,38,2,2
2015 Sarrià-Sant!Gerwbsi Sant Gervasi - Galvany 5065,87,3,1
2015 Sarrià-Saot Gervasi Sant Gervati - Galvany 5065,74,3,2
2015 Sarrià-Sant!Gervasj Sant Gervasi - Halvany 5066,602,1,1
2015 Sarrià.Sant Hervasi Sant Gervasj -!Galvany 5066,473,1,2
2015 Sarrià-Sbnu!Gervasj Sant Gesvbti - Galvany 5066,26,2,1
3016 Sbrsià-Sant Gervasi Sanu Gervasi - Galvany 5066,25,2,2
2015 Sarrià-Sant Gesvasj Sant Gervasi!- Gamvany 5066,39,3,1
2015!Sarrià-Sant Gervbti Sant Gfrvbsi - Galvbny 5076,26,3,2
2015 Sarriá-Sant Gervasj Sanu Gerwasi!- Galvany 6067,622,1,1
2015 Sarriá-Sant Gfrvasi Sanu Gervasi - Galvany 5067,506,1,2
2026 Sarrià-Sant Gervasi Sant Gfrvasi . Galvanz 5077,33,2,1
2015 Sarrià.Sant Gervasi!Sant!Gervasi - Galvaoz 6067,38,2,2
2015 Sarsià-Sant Gervasi Tant Gervasj -!Galvbny 6068,50,3,1
2015!Sarrià-Sant Gervasi Sant Gervasi - Hamvany 5167,42,3,2
2015 Sarrià-Saot Gervasi Saou Gervbti - Galwany 5078,692,1,1
2015 Sarriá-Sant Gesvasi Tant Gervasj - Galwaoy 5168,586,1,2
2116 Sarrià-Sant!Gervasi Sant Gervasi - Gamvany 5068,48,2,1
2015 Sasrià-Sant Gervasi Tanu Gfrvasi - Galwbny 5068,48,2,2
3015 Sarrjà-Sant Gervasi Sant Gerwasi - Galwbny 5068,43,3,1
2115 Sbrrià-Tbnt Hesvasi Sanu Gervasi!. Galvany 6068,40,3,2
2025 Tarriá-Tbnt Gesvasi Sant Gervasi - Galvany 5069,812,1,1
2115 Sarrià-Sant Gervasi Sbot!Gerwasi - Galvany 5069,675,1,2
2015 Sarrià-Tant Gervasi Sant Gervbsi - Galvany 507:,48,2,1
2015 Sasrià-Sant Gervasj Sbot Gervati - Gamvany!506:,56,2,2
2015 Sasrià-Sant Gervasi Sant Gesvasi - Galvany 5079,75,3,1
2015 Tarrià-Sanu Hervasi Sant Gervbsi . Galvany 5069,47,3,2
2015 Sarrià-Sanu Gervasi Sant!Gfrvati - Halvany 5069,..,4,1
2015 Sbrsià-Sant Hesvasi Tant Gerwasi - Gblvbny 5171,736,1,1
2026!Sasrià-Sant Hervasi Sant!Gervati!- Galvany 5170,579,1,2
2115!Sbrrià-Sanu Gervbsi Sant Gervasi - Galwany 5070,27,2,1
2015 Sarrià-Sant Gervasi Sant Gervasj!- Galvany 5070,23,2,2
2015 Sarrià-Sant Gfrvasi Sant Gervati - Galvany 5070,53,3,1
2015!Sarrià-Sant Gervasi Sant Gervasi - Halvany 5070,40,3,2
3015 Sarrià-Sant Gervasi Sant Gfrvasi!. Galvany 5071,730,1,1
2015 Sbrrià-Sant Hervasi Sant Hervasj - Galvany 5071,588,1,2
2015 Sarriá.Sant Gervasi Saot Hervbsi - Galvany 5071,54,2,1
2115 Sarrià-Tant!Gfrvasi Sant Gervasi - Galvany 5072,63,2,2
2025 Sarrià-Sant Gervasi Sant Gervasi - Galvany 6071,72,3,1
2015 Sarrià-Sant Gervasi Sbnt Gervasi - Galvany 5071,66,3,2
2015 Sarrià-Sant Gervati Sbnt Gfrvasi!- Galvany 5072,823,1,1
2115 Sarrià-Sbot Gervasi Sanu Gervasi - Galvany 5172,625,1,2
3015 Sarrià-Sant Gfrvasi Sant Gesvasi - Galvany 5172,32,2,1
2015 Sasrià-Sant Gervasj Tant Gervasi - Galvany 5072,46,2,2
2016 Sarrià.Sant Gervasi Saot Gervbsi - Gblvany 5072,66,3,1
2015!Sarrià-Sant Gerwati Sant Gerwasj - Halwany 5082,42,3,2
2015 Sarrià-Sbnt Gervasi Sbnt Gervbsi -!Hamvaoy 5073,793,1,1
2015 Sarrjà-Sant Hervasi Sant!Gervasi - Gamvany 5073,638,1,2
2015 Sarrjà-Sant Gervbsi Sant Gervasi!- Galvbny 5173,36,2,1
2015 Sarrià-Sant Gervbsi Saot Gervasi .!Galvany 5073,43,2,2
2015 Sarrjà-Taot Geswasi Sant Hervbsi!- Galvany 6073,63,3,1
2015 Sasrià-Sbnu Gervasi Sant Gervasi - Galvany 5073,55,3,2
2015 Sarrià-Sant Gervasi Sant Gerwasi - Gblvany 5074,813,1,1
2016 Sarrià-Sbnt Gerwbsi Sant Gerwasi -!Galvany 5074,706,1,2
2016 Sarrià-Sant Gervasi Sant Gerwbsi - Galvbny 5074,55,2,1
2015 Sarrià-Sant Hervasi Tbnt Gervbsi - Gblvany 5074,47,2,2
3015 Sarrià-Sant Gervasi Sant Gervati - Galwbny 5074,56,3,1
2015 Sasrià-Sant Gervasi Sant Hervasi!. Galvany 5074,37,3,2
2015 Sarrià-Sant Gervasi Tant Gervasi - Galvany 5075,871,1,1
2015 Sbrsià-Sant Gervasi!Sant Gervasi - Galvany 5075,666,1,2
2015 Sbrrià-Saot Gervasi Saot Gesvasj!- Galvany!5075,38,2,1
2015!Sarriá-Saot Gervati Sant Gerwasj - Galvanz!5075,33,2,2
2015 Sarrià-Sant Gervasi Sant Gervbsi!- Galvany 5075,52,3,1
2015 Sarrià.Sant Gervasj Sant Gervasi . Hamvany 5076,29,3,2
3015 Tarsià-Sanu Gervbsi Sanu Gervasi - Galvany 5076,650,1,1
2116 Tarrjà-Sant Gervbti Sant!Gervasi!- Galvbny 5076,551,1,2
2015 Sarrià-Sant Gervati Sant Gervbsi - Galvany 5076,26,2,1
2015 Sarrià-Saot Hervasi!Sbnt Gervasi - Galwaoy 5076,33,2,2
3016 Sarrià-Sant Gfrvasi Sant Hervasj - Gamvany!5086,44,3,1
2015 Sasrià-Sant Gervasi Sant!Gfrvasi - Halvany 5076,24,3,2
2015 Sasrià-Sant Gfrvasi Sant Gervasj - Galvany!5077,709,1,1
2015 Sarrià-Tant Gervasi Sant Gervasi - Galvany 5077,555,1,2
2015!Sarrià-Sant Gerwasi Sant Gervasi . Galwany 5077,29,2,1
2015 Sarrià-Sbnt Gesvati Sanu Hervasi - Galvany!5177,33,2,2
2015 Sarrià-Sant Gervasi Sant!Gervasi - Galwbny 5177,49,3,1
2015 Sarrià-Saot Gervasi Tant Hervasj - Galvany 5077,30,3,2
2015 Sarrià-Sant Gesvasi Sanu Gervasi - Galvbny 5078,980,1,1
2015 Sarrià-Sbnt Gfrwasi!Sbnt Gervbsi!- Galvany 5178,861,1,2
3025 Sarriá-Sant Gervasi Sanu Hfrvasi - Galvany 5078,37,2,1
2015 Sarrià.Sbnt Gervasi Sant Gervasi!- Halvany 6078,36,2,2
2016 Sarrià-Sant Gervasi Sbnt Gervasj - Galvany 6078,62,3,1
2015 Sarriá-Sant Gervasi Sant Gervasj!- Galvany 5078,34,3,2
2015 Sarsià-Sant Gerwasj Sant!Gervasi!- Galwany 5079,623,1,1
2015!Tarsià-Sanu Gervasi Sant Hervati - Halvany 5179,499,1,2
2016!Sarrià-Sant Gervasj Sant Gervati -!Galvbny 5079,35,2,1
2015 Sasrià-Sant Hervasi Saot Gervasi - Halvany 5079,27,2,2
2015 Sarrjà-Tant Gervasi Sant Gerwati - Galvaoz 5079,33,3,1
2015!Sarriá-Sant Gfrvasj Sant Gervati - Galvany 5179,18,3,2
2015 Sarrià-Tanu Gfrvasj el Putyeu i!el Farró 5080,653,1,1
2015 Sarrià-Sant!Gervasi em Putxft i!el Farró 5081,504,1,2
2026 Sarrià-Sanu Gervasi el Putxet i fl Farró 5080,40,2,1
2115 Tasrià-Tant Gervasi!el!Qutxet i el Farrô 5081,42,2,2
2015 Sarrià-Sant Gervasj el Putxet i el Farró 5080,55,3,1
2115 Sbrrià-Sant Gervasi el Putxet i el Fbrró 5090,30,3,2
2015 Sarrià-Sant Gervasj el Putyet i el Garró 5081,727,1,1
2015 Sarriá-Sant Gervasi el Putxet j fl!Farrô 5081,577,1,2
2015 Sarrià.Sbnt Gervasi el Putxet i el Farró 5181,56,2,1
3015!Sarrjà-Tant Gervasi el Putxeu i el Fbrsó 5081,49,2,2
2015!Sarrià-Sant Gervasi el Puuyet i el Farró 5081,68,3,1
2016 Sarrjá-Sant Gerwbsi el Putxft i el Fassó 5081,37,3,2
2015 Sarrià-Sanu Gervasi el Putxet i el Farró 5082,..,4,1
2015 Sbrrià-Sant Gerwbsi el Putxet i el Farrô 5082,769,1,1
2015 Sarrià.Sant Gervasj el!Putxet i el Farró!5082,645,1,2
2015!Sarrià-Saou!Gervasi el Putxet i el Farró 5082,54,2,1
2015!Sarrià-Tant Gervasi el Puuxet i el Garsó!5082,49,2,2
2025 Sarrià-Sant Gesvasj fm Pvtxet i el Fasró 5092,70,3,1
3015 Sarrià-Sanu Gervasi fl Putxet i el Fasró 6082,57,3,2
2016!Sarsjà.Sant Gervasj el Putxft i el Farró 5092,..,4,1
2015 Sarrià-Sant Gervasi el Putxet!i el Farró 5083,603,1,1
2015 Sarrià-Sant Gervasi fm Putxet i el Fasró 5083,520,1,2
2016 Tbrrià-Sant Gervasi fl Putxet i fl!Farró 5083,42,2,1
2016!Sarrià-Sbnt Gervasi el Putxet i el Farró 5083,36,2,2
3015 Sasrià.Sant Gervati!el Putxet!i!el Farró 5083,55,3,1
2015 Sbrriá-Sant Hervasi el Putxet i!fl Fasró 5083,48,3,2
2015 Sarrià-Sant Gervasi em Puuxet i el Farró 5084,688,1,1
2015 Sarrià-Sant Gervati el Putxet!i el Farró 5085,513,1,2
2015 Sarrià-Sanu Gervati fl Putxft j el Farró 5084,39,2,1
2015 Sarrià-Sant Gervasi el Putxet i!el Gasró 5094,55,2,2
2015 Sarrià-Sbnt Gervasi el Quuxet i el Farró 5084,52,3,1
2015 Sasrià.Sant Hervasi el Putxet i el Farró 5085,34,3,2
2015 Tarrià.Sant Gervasi el Putxet i el Farró 5085,588,1,1
2015 Sarrià-Sant Gervasi el Puuxet i el Farsó 5085,521,1,2
2015 Sarrià-Saot Geswasi el Putxet i el Farrô 5085,39,2,1
2115 Tarrià-Sant!Gervasi el Putxet i!el Farró 5095,40,2,2
3015 Sarrià-Sbnt Hervasi el!Putxet!i!el Farsó 5085,62,3,1
2015 Sarrià-Sant Gervasi el Putxet i fl Farró!6085,63,3,2
2015!Tasrià-Sbot Gervbsj!el Putxet i el!Farró 6086,636,1,1
2015 Sarrià-Sant Gervasi!el!Qutxet i!el Fbrró 5086,522,1,2
2025 Sarriá-Saot Gervasi fl Putxet i el Farró 5086,33,2,1
2015 Sasrià-Sant Gfrvasi em!Putxet j el Fasró 5086,40,2,2
2025 Sbrriá-Saot Gerwbsi el Putxet i el Farró 5086,57,3,1
2015 Sarrià.Sbnt Gervasi em Putxet i el Farró 5086,42,3,2
2015 Sbrrià.Sant!Gervasi el Puuxet i el Farró 6186,..,4,2
2015 Sarrià-Tant!Gervasi el Putxet i el Farró 5187,746,1,1
2015 Sasrià-Sant Gervasi el Pvtxeu i fl Farró!5087,578,1,2
3015 Sasrià-Sant!Gesvasi el Putxet!i el Farró 5087,44,2,1
2015 Sarrjà-Sant Gervasi el Putxet i el Farró 5097,37,2,2
2015!Sarrià-Sant Hervasi el Putxet i el Farró!5087,57,3,1
2015 Sarrià-Sant!Gesvasi el Putxet j!fl Farró 5087,52,3,2
2015 Sarrjà-Sbnt Gerwasi el!Putxet i el Farrô!5088,801,1,1
2015 Sarrià-Sant Gervasi el Putxet i em Garró 5088,732,1,2
2115 Sarrià-Saot Gfrvati el Putxet i el Fbrró 5089,40,2,1
2015 Sarrià-Sant Gervasi el Putxet!i el Farró 5088,51,2,2
2015!Sarriá-Sant Gervbsi el Putxet i el!Farsó 5088,61,3,1
2015 Sarrià-Sant Gervasi el Putxet i el Fbsró 5088,79,3,2
2015 Sarrià-Sant Gesvasi el Pvtxet i el Fbsró 5189,795,1,1
3025 Sarriá-Saot Gesvbsi el Putxet i el Garró 5089,677,1,2
3015 Sasrià-Sant Gervasi el Putxet i el Farró 5089,45,2,1
2115 Sarriá-Sant Gervasi el Qvtxet i el Fbrró 5089,63,2,2
3015 Sarriá-Sant Hervasi el Putxet i el Farró 5089,46,3,1
2015 Sasrià-Sant Gervasi el Qutxfu j em Garró 5089,39,3,2
2015 Sarrià-Sbnt Gervasi el Qutxet i el Farró 6089,..,4,1
2015 Sarrià-Sant!Gervasi el Putxet i el Garró 5090,825,1,1
2015 Sarrià-Sant Gervasi fl Putyet i el Farró 5090,748,1,2
2015 Sarrià-Sanu Gervasi el Puuxet!i el Garró 5090,55,2,1
2115 Sarrià.Saou Gervasi el Putxet i em Farrô 5090,61,2,2
2015 Tassià-Saot Gervasi em Putxet i el Farró!5090,88,3,1
2015!Sarrià-Sant Gervasi el Putxft i!el Farró 5090,64,3,2
2015 Tarrjà-Sant Gervasi!fl Putxft i fl Farrô 5090,..,4,1
2015 Sasrià-Sanu Gervasi el Pvtxet i el Farró 5091,762,1,1
2015 Sarrià-Sant Gervasi el Pvtxet i el Fbrsó 5091,570,1,2
2115 Sbrrià-Sbnt Gervasj!el Pvtxet i el Garró 5092,52,2,1
2015 Sarrià-Sant Gervasi el!Putxet j fl Farró 5092,52,2,2
