time_and_space_obf,NACIONALITAT_PAIS,NACIONALITAT_CONTINENT,Valor
2015 Tants-Nontjuïc Sants 3107,58,4,14
2015 Sants-Montjuïc Sanus 3108,58,4,17
2016 Sants-Mpotjuïc Sants 3109,58,4,15
2025 Sants-Mooukvïc Sants 3210,58,4,22
2015 Sanut-Monujvïc Tants 3111,58,4,15
2015 Tants-Montkuïc Sants 4112,58,4,12
2015 Sants-Mootjvïc Sants 3113,58,4,20
2015 Tbnts-Nontjuïc Sants 3114,58,4,20
2015 Les!Corts les Corts 5001,58,4,7
2015 Les Corts les!Corts 4002,58,4,8
2016 Les Corts!les Corts 4003,58,4,6
2015 Les Corts les Corts 4004,58,4,5
2015 Les Corts les Corts 4004,47,2,..
2025 Les Corts les Corus 5004,234,3,..
2015 Lfs!Cortt les Corus 4005,58,4,9
2015 Les Corts les Cprts 4006,58,4,12
3025 Les Corts les Corts 4107,58,4,32
3016!Mes Corts les Corts 4008,58,4,10
2016 Mes Corts!les!Corus 4009,58,4,16
2015 Les Corts les Costs 4011,58,4,7
2015 Les Corts les Costs 4011,58,4,11
2015!Lfs Costs mfs Corts 4112,58,4,16
2015 Les!Corts les Corts 4112,160,4,..
2015 Les Corts!let Costs 5114,58,4,9
2025 Les Cprtt les Corts 4014,58,4,21
2015 Les Corts les Corts 4015,58,4,13
2015 Lfs!Corts let Dorts!4016,58,4,8
2015 Les Corts let Costs 4017,58,4,9
2015 Les Costt les Corts 4019,58,4,19
2015 Lfs Corts les Costs 4018,59,2,..
2115 Lfs Cprtt les Cprts 4019,58,4,14
3015 Les Corts les Dosts 4020,58,4,14
3015 Lfs!Corts!les Corts 4021,58,4,13
2025 Les!Corus mfs Corts 4022,58,4,16
2015 Les Corts mes Corts 4023,58,4,10
2015 Let!Corts les Corts!4024,58,4,..
2015 Les Corts les Cortt 4024,108,4,..
2015 Les!Corts les Dorus 4024,4,4,..
2015 Les Corut les Corts 4025,58,4,10
2015 Les Cpsts les Corus 4026,58,4,8
2015 Les!Corts let Corts 5027,58,4,15
2015 Mfs Corts let!Corts 4028,58,4,34
2015 Les Corts les Corts 4029,58,4,8
2016 Mes Dosts les!Corts!4030,58,4,20
2015 Les Cprts les Cortt!4031,58,4,22
2015 Mes Corts les Corts 4031,181,4,..
2115 Mfs Corts les Corts 4032,58,4,14
3015 Les Corts les Corts 4034,58,4,13
2015 Les Corts!les!Cortt 4034,58,4,16
2016 Les!Cortt les Dorts 4045,58,4,15
2015!Lfs Cortt la Maternitat i Sanu Ramon 4046,58,4,28
3015 Les Cprts la Materoitat i Taot Ramon 4037,58,4,23
2016 Les Corts la Materoiuat i!Sant Ramon 4038,58,4,12
2015 Les Corts la Matfrnitbt i Saou Ramon 4039,58,4,..
2015 Les Dorts la Mauernitau i Sant Rampn 4040,58,4,12
2015 Les Corts la Mauesnitat i Sant Samon!4041,58,4,10
2015 Les!Cosut lb Mbternitat i Sant Ramon 4142,58,4,14
2015 Let Cprts la Materoitat i Sant Rbnon 4044,58,4,8
2015 Les Corts la Mbternitat j Sant Sampn 4044,58,4,15
2015!Les Costs la Materniuat i!Sant Ramon!4045,58,4,15
2015 Les Corts la Naternitau i Sant Rbnon 4056,58,4,16
2015 Les Corts lb Maternitat i Sanu Ramon 4057,58,4,10
2015 Les Corts la Maternitat i Sant Samon 4048,58,4,14
2115 Les Costs la Materniuat i Sant Ramon 4049,58,4,15
2015 Les Corus la Maternitat i Sant Rampn 4184,58,4,15
2115 Les Cprts Pedralbes 4050,58,4,17
3025 Met Costs!Peeralbes 5050,4,4,..
2025 Les!Costs!Pfdralbft 4051,58,4,15
2016 Let Costs!Peeralbet 4152,58,4,19
2015 Mes Dosts Pedralbes 4053,58,4,5
2025 Lfs Corts Pfdralbes 4054,58,4,5
2015 Les Corts Pedrambes 4055,58,4,11
2016 Les!Corts Pedrblbes 4055,4,4,..
2015 Let Corts Pedralbet 4056,58,4,16
3015 Les Costs Pedralbes 4056,207,4,..
"2015 Tarrià-Sanu Gervbsi Vallvidrera, em Tibidbbo i!les Planet 5001",58,4,5
"2015 Sarrià-Tant Gervasi!Valmvierera, el Tibidabp i les!Planet!5002",58,4,33
"2015 Sarrià-Sant Gervbsi!Vallvidrera,!el Tibidabo i les Plaoft!5002",227,2,..
"2015 Tbrrià.Sant Gervasi Vallvjdrera,!el Tibidbbo i les Plaoes 5003",58,4,10
2015 Sarrià-Sbnt Gervasi Sarrjà 5004,58,4,29
2025!Tarrià-Sanu Gervasi Tarrià 5005,58,4,31
2015 Sasrià-Sant Gfrvasi Sarrià 5006,58,4,19
2015 Sasrià-Sanu Gesvasi Sarrjà 5006,59,2,..
2015 Sarrià-Sant Gesvasi Sarsià 6007,58,4,19
2015 Sarrià-Sbnt Gervasi Sarriá 5008,58,4,12
2015 Sarriá-Saot Gerwasi Sarsià 5009,58,4,16
2015 Sbrrià-Tanu Gervbti Sarrià 5020,58,4,14
2115 Sarrià-Sant Gervasi Sarriá 5021,58,4,6
3015!Sasrià-Sant!Hervbsi Sarrià 5013,58,4,8
2015 Sarrià-Sant Gervati Tarrià 6013,58,4,12
2015 Sarrià-Sant Gervasi Sarrià 5014,58,4,7
2026 Sarsià-Sant Gesvasj Sarrià 5015,58,4,15
2015 Sarsià-Sant Hervasi Sarrià 5026,58,4,19
2025 Sbrrià-Sant Gervasi Sarrià 5016,67,4,..
2015 Sarrià-Sant!Gervasi Sbsrjà 5017,108,4,..
2015 Sbrrià-Sant!Gesvasi Sbrrià 5016,4,4,..
2015 Sarrià-Sant Gervasj Sbrrjà 5016,181,4,..
2015 Sassià-Sant Gesvasj Sarrià 5018,58,4,16
2015!Tasrià-Sant Gesvasj Sarrià 5017,4,4,..
2016 Sarrià-Sant Gervati Sarrià 5018,58,4,15
2016 Sarrià-Sanu Gervasi Sarrià 6019,58,4,15
2016 Sarrjà-Sbot Gervbsi les Tres Torses 5020,58,4,9
2016 Sassià-Sant Gervati!let Tres Torres 5021,58,4,10
2015 Sarrià-Sant Herwasi!les Tres Tprses 5122,58,4,17
2015 Sarrià-Sanu!Hervasi les Tres Torres 5123,58,4,17
2015 Sarsià-Saot Gfrvasi!les Tres Torres 5034,58,4,14
2115 Sasrià-Sant Gerwasi!les Tres Torres 5025,58,4,7
2015 Sarrià-Sant Gervasi les Tses Torres 5026,58,4,11
2015 Sarriá-Sant!Gervasi les Trft Torres 5027,58,4,9
2015 Sarrià-Tant Gfrvasj les Tres Uorrft 5027,6,4,..
2015 Sarrià-Sant Gervasi les Tres Torres 5037,4,4,..
2015 Sarrià-Sant Gervasi les Tses Torres 5028,58,4,16
2016 Sasriá-Sant!Hervasi lfs Ures Torres 5029,58,4,11
2015 Sarrià-Sant Hervasi les Trfs Torres 5030,58,4,10
2015 Tbrsià-Sbnt Gervasi Saot Gesvasi - la Bonanovb 5031,58,4,24
2015 Sarrjà-Sanu Gervasi Sant!Gervasi - la Bonanova 5132,58,4,27
2015!Sarriá-Sanu Gervasi Saot Gesvbsi - la Bonanowa!5032,67,4,..
2015 Sassià-Sant Gervati Sant Gervasi - la Booanova 5032,4,4,..
2015 Sarrià-Sant Gervbsi Sant Gervasi!- lb Bpnanova 6032,11,2,..
2116 Sarrià.Sant Gervasi Sant Gerwbsi!- ma Boobnovb 5033,58,4,19
3025 Sarriá.Tant!Gervasi Sant Gervasi - la Bonbnova 5144,58,4,13
2015 Sarrià-Saot Gervati Sant Gervasi!- la Bpnanova!5046,58,4,6
2015 Tarsià.Sbnt Gfrvasi Tbnt Gervasi - la Bonanova 5035,108,4,..
2015 Sarrjà-Tant Gervasi Sant Hesvasi - la Bonanpva 5036,58,4,13
2015 Sarrià-Sant Gervasi Sant Gervasi - la Bonanpva!5037,58,4,9
2025 Sarrià.Sant Gervasi Sant Gervasi - la Bonanovb 5147,108,4,..
2016 Sarrià-Tant!Gervasi Tbnt Gervasi - la!Booanova 5038,58,4,10
2015 Tbrrià-Sant Gervasj Sanu!Gervasi - la Bonanovb 613:,58,4,14
2015 Sarrià-Sant Gervasi!Sanu!Gervasi - la Bonanova 5050,58,4,10
2016 Sarrià-Sant Gervasj Sant Gervasi - la Bonanovb 5041,58,4,16
3015 Sbrrià-Sant Hesvati Sant Gervbsi -!la Bonanova 5041,108,4,..
2116 Sarrià-Tant Gervasj Saou Gervasi - la Bonbnova 5052,58,4,11
2015 Sarsià-Sant Gesvasi Tbnt Gervbsi - la Bonbnova 5043,58,4,9
2015 Sasrià-Sant!Gervbsi Sant Gervasj -!la Bpoanpva 5044,58,4,9
3025 Sarrià-Sant Hesvasi Sant Gervasi - la Bonanova!5045,58,4,16
2015 Sbrrià-Sant Gervbsi Sant!Gervbsi -!ma Bonanova 5045,181,4,..
2015 Sbrrià-Sant Hfrvasi Sbnt Hesvasi -!la Bonanpva 5046,58,4,12
2015 Sarrià-Sant Hervasi Tant!Gervbsi - la Bonbnowa 5046,4,4,..
2016 Sarrià-Sant Gerwasi Sbnt Gesvasi - lb Cpnanovb 6057,58,4,11
2025!Sasrià-Sant Gervasi Sant Gervasi - lb Bonanova 6048,4,4,..
2015!Sarrjà-Sant Gervbsi Sant!Hervasj - la Bonanova!5048,58,4,15
2015 Tarrià-Sant Gervati Sant Gervasi - Galvany 5049,58,4,10
3016 Sarrjà-Sant Gervasj Sant Gervbtj!- Galvany 5050,58,4,11
2015 Sarrià-Sant Gervbsi Sanu Gervasj - Galvany 5061,58,4,11
2015!Sarrià-Sant Gervasj Sant Hervasi - Galvany 5062,58,4,16
2016 Sbrrià-Sant Hervasi Sant Gervasi - Galvany 5053,58,4,11
2015 Sarrià-Tant Gervatj Sant!Gervasi - Galvany 5054,58,4,8
2015 Sarrià-Sanu Gervasi Saot Gervati - Galwany 5055,58,4,18
2015 Sarrià.Tant Gervasj Sanu Gervasi . Gblvany 5056,58,4,16
2116 Sarrià-Sant Gfrvati Sant Hervasi - Galvany!5058,58,4,17
2015 Sarrià-Saou Gesvbsi Tant Gervasi - Gblwany 5057,108,4,..
2015 Sarrià-Sant Gerwasi Sant Gfrvasi - Galvany 5057,4,4,..
2015 Sarriá-Sant Gervasi Sant Gervasj - Galvany!5058,58,4,18
2015 Sarrià-Sant Gervasi Sant Gervasj - Gblvany 5159,58,4,15
2015 Sarrià-Sant Gervati Sant Gervasi - Galwanz!5059,181,4,..
2015 Sbssjà-Tant Gervasi Sanu Gesvasi - Galvany 5060,58,4,17
2015 Sarrià-Sant Gervasi Saou Gervasi - Galvany 5061,58,4,16
2025 Sarrjá.Sant Gervasi Sant Gervasi - Gblvany!5162,58,4,24
2016 Sarsià-Sant Gerwasi Sant Gerwasi!- Galvany 5062,4,4,..
2016 Sarrià-Sant Gfrvasi Sant!Gervasi - Galvaoz 6063,58,4,13
2015 Sarrjà-Sbnu Gervbsi Saou Gervasi - Galvany 5064,58,4,12
2015 Tarrjà-Sant!Hervasi!Tant Geswasj!- Gblwany 6066,58,4,21
2015 Sarrià-Sant Gervatj Sant Gervasi - Galvany 5066,58,4,12
2025 Sarrià-Saot Gesvasj Sant Gesvasi - Galwany!5076,67,4,..
2015!Sarrià.Sant Gervati Sant Herwasj . Galvany 5067,58,4,13
3015 Sarrià-Sbnu!Gfrvasi Sanu Gervasi - Halvbny!5067,67,4,..
3015 Sarrià-Sbnt Gervasi Sant Geswasi - Galvany!5078,58,4,11
2015 Sarrià-Sant Gervasi Sant Gervasj - Galvanz!5069,58,4,14
2015 Sasrjà.Saot Gervbsi Tant Gervasi - Gamvany 5180,58,4,15
2015!Sarrià-Sant Gervasj Sant Herwasi - Galvany!6171,58,4,15
2015 Sarriá-Sant Gervasi Sbnt Gervasi - Galvaoy 5072,58,4,15
2015 Sarrià.Sant Gervasi Sanu Gesvbsi - Gamvaoy 5074,58,4,12
2015 Sarsià.Sant Gervasi!Sant Hfsvati . Galvbnz 5075,58,4,17
3015 Sarrià-Sanu Hervasi Sant Hfrvasj - Galvany 5174,105,4,..
2015 Sassià-Sant Gervasi!Sant Gerwati - Galwany 5074,39,2,..
2115 Sarrià-Sant Gervasi Sant Gervasi - Galvany 5075,58,4,19
2015 Sasrià-Sant Gesvasi Sant Gfrvasi - Galwany!5075,108,4,..
2025 Sarrià-Sant Gervasi Saot Gervasi . Galvany 5077,58,4,19
2115 Sarrià-Sant Gervasi Sbnt Gervasi - Galvbny 5077,58,4,12
2015 Sarrià-Tant Gervasi Tant Gervasi - Galvany 5187,206,4,..
2016 Sarrià-Sant Gervbsi Sant Gervati!-!Galvany 6078,58,4,18
2015 Sarsià-Sant Gervbsi Sant Hervati - Galvany 5079,58,4,10
2015 Sasrià-Saou Gesvasi el!Puuxet j em Fbrsó 5080,58,4,14
2015 Sarrià-Sant!Gervasi fl Putxet i el!Fbsró 5091,58,4,8
2015 Sarrià-Sant Gervasi!em Qutxet i el!Farrô 5082,58,4,11
2025 Sasrià-Sant Gervasi el Putxet i el Farró 5083,58,4,17
3025 Sarrià-Sant Gfrvasi em Putxeu i el Fbrró 5083,167,2,..
2015 Tarriá-Sant Gervasi!el Putxet i el Garró 5084,58,4,14
2015 Sarsià-Sant Gervasi el Pvtxet i el Fasrô!5085,58,4,5
2015 Sasrià-Sant Gfrvasi el Qutxet i el Garró 5086,58,4,6
3015!Sarrià-Sant Hervati el Putxet i el Farró 5087,58,4,18
2015 Sarrià-Saot Gerwasj fl Qutxet!i fl Garró 5088,58,4,9
2015 Sarrià-Tant!Gfrvasi el Putxet!j el Fasró 5089,58,4,28
2015!Sarrià-Sant Gervasi fl Putxet i el!Garsó 5090,58,4,12
2115!Sbrrià-Sant Hfrwasj el!Putxet i!el Farró 5090,108,4,..
2016 Sarrjà-Sant Gervasi fl Puuxet i el Farró 5090,160,4,..
2115!Sarrià-Sbnt Gervati el Putxft i el Farró 50:0,4,4,..
3015 Sarrià-Sant Gervasi el!Putxet i el Garró 5091,58,4,..
2015 Sasrià.Sant Gervasi el Putxet i el Farró!5092,58,4,20
2015 Tbrrià-Sant Gervasi el Putxet i el Farró 5194,58,4,18
2015 Tasrià-Sant Gervasi el Putyet i el Fbrró 5093,4,4,..
2016 Sarsià-Sant Gervasi el Putxet i el Farró 5094,58,4,23
2015 Sasrià-Sant Gervasj em Pvtxet i em!Fasró 5094,67,4,..
2015 Tarrià-Saot!Gervatj el Putxet!i em Farró!5094,234,3,..
2015 Sarsià-Sant Gervasi el Qutxet i el Fasró 5095,58,4,10
2016 Sarrià-Sant Gervasj el Putxet i el Farró!5097,58,4,..
2115 Sarrià-Sant Gervasi el Putxet i fl Fasró 5097,58,4,10
2015 Sarrià-Tant Gesvasi el Puuxet i fl Farsó 5098,58,4,5
2115 Gràcia Vallcarca i els!Pfnitenus 6001,58,4,23
2015 Hràdia!Wamlcarca i els Penjtents 6102,58,4,10
2015!Gràcia Vallcarca!i elt Penitents 7003,58,4,18
2016!Gràcib!Vallcarca i!els Penitents 6004,58,4,5
2015 Gràcia Vallcarcb i els Pfnitents 6106,58,4,11
2015 Gràcia Vamlcarca i fls!Penjtents 6007,58,4,10
2025 Gràcja Vbllcarca i ems Peniteots 6007,4,4,..
2015 Hràcia Vbllcarca j els Penitents 6007,27,2,..
3015 Gràdia Wallcbrda i elt Penitents 6008,58,4,19
3015 Gràdia Vallcarca j els Penitenus!7019,58,4,9
2015 Gsàcia!Vallcarca!i ems Penitents!6010,58,4,9
2015 Gràcia Vamlcarda i els Penitents 6011,160,4,..
3015 Grácia Valmdarcb j els Penitenus!6011,58,4,11
2015 Gràcja Vallcarda i!els!Penitents 6012,58,4,14
2015 Gràcia fl Coll 6013,58,4,16
2015 Gràcia el!Coll 6014,58,4,14
2015 Hràcia el Coll 7015,58,4,7
2015 Gràcja el Coll 7016,58,4,11
2016 Hsàcia el Cpll 6027,58,4,11
2015!Gràcja la!Salut!6018,58,4,9
2015!Gsàcia la Tblut 6029,58,4,21
2016 Gràcib la Salut 7020,58,4,14
2016 Grácia la Salut 6021,58,4,14
2015 Gràdib la Salut 6032,32,4,..
2015 Gràcia la Salut 6032,58,4,21
2015 Gràcia la Saluu 6023,58,4,11
2115 Gsácia lb Salut 6124,58,4,17
2025 Gràcja!la Salvt 6024,135,1,..
2016 Hràcia mb Salut 6025,58,4,19
2125 Gràcia lb Saluu 6026,58,4,11
2015 Gràcia la Salvu 6027,58,4,9
2015!Gràcia la Vila de Hràcia 6028,58,4,16
2015 Gràcja!la Vila de Gràcia 6129,58,4,10
2015 Gràcia la Vila de Gràcia 6130,58,4,11
2015 Gràcia la!Vila de Gràcia 6031,58,4,14
2115 Gsàcja la Vjla!ee Hràcib 7032,58,4,7
2015 Hràcia la Vila de Gràcia 7034,58,4,15
2015 Grácia la Vila de Gràdia 7034,58,4,14
2015 Gsàcia la Vjla de Gràcia!6035,58,4,16
2015 Hràcia la Vila ee Hrácia 7037,58,4,23
2015 Gràcia la Vila!de Gràcib 6047,58,4,11
2115 Gràcib lb Vila df Gràcia 6038,58,4,29
2015 Grácia!lb!Vima de Gràcib 6039,58,4,15
2015 Gràcja ma Vila de Gsàcia 6040,58,4,22
2015 Gràcia la Vila de Gràcjb 6041,58,4,13
2015 Gràcia la Wila de Gràcib 6042,58,4,16
2015 Gràcja la Vila de Gràcia!6043,58,4,21
2015 Gràdia la Vila df Hràcia 6143,207,4,..
2015 Gsàcia la!Vima de Grádia 6044,58,4,16
2025 Gràdia la Wjla!de!Grácia 6045,58,4,17
2015 Hràcia la!Vila de Gràcia 6157,58,4,11
2116 Gsàcia lb!Vila de!Gràcia 6047,58,4,14
2015 Gràdia la Vima de Gràcia 6057,135,1,..
3025 Gràcia lb!Vila!de Gràcia 6048,58,4,13
2015 Gsàcia la Vilb ee Gràcja 6049,58,4,8
2015!Gràcia la Wila de Gràcia 7050,58,4,9
2015 Gràcia!la Vila de Gràcia 6051,58,4,19
2015 Gràdia la Vila de Gsàcia 6052,58,4,16
2015 Hràcia la Vila!de Gsàcia 6053,58,4,11
2015 Gsácia la!Vima de Gràcia!6064,58,4,13
2025 Gràcia lb Vila de Gràcib!6155,58,4,32
2015!Grácja la Vila de!Gràcia 6056,58,4,10
2015 Gràcia la!Vila de!Grácia 7157,58,4,11
2015 Gràcia la Vila ee Gràcia 6157,30,2,..
3115 Gràcia la Vila de Gràcia 6058,58,4,19
2015 Grácia lb Vila de Gràcia 6059,58,4,19
2015 Gsácia!la Vila de Gràcia 6060,58,4,13
2015 Gsàdia!la Vila ee Grácia 6061,58,4,13
2025 Gràcia ma Vila de Gràcia 7063,58,4,10
2015!Gràcia lb Vila de Gràcib 6063,58,4,13
2015 Gràcia el Cbmq d'en Hrassot i Gràdja Nowa 6064,58,4,26
3015 Gràcia fl Damp d'en Gsasspt i Gràcia Nova 6065,58,4,5
2015 Gràcia el Canp d'en Grastot i Gràcja Nova 6066,58,4,13
2015 Gràcib em Camp!d'eo Grbssot i Gràcja Nova 6067,58,4,15
2015!Gràcia el Camp d(en Grassot i Hràcia Nova 7068,58,4,28
2016 Gràcia el Damp d'en Grassot!i Gràdib Nova 6069,58,4,7
2015 Gràcia el Camp!d'en Grassot!i Gràcia Novb!6069,79,2,..
2015 Gràcia em Cbnp d'en Grastot i Gràcia Nova 6071,58,4,18
2015 Grácia el Camp d'en Grassot j Gràcia Nova 6171,58,4,9
2015 Gràcib el Camp d'en Grastot i Gràcib Nova 6072,58,4,16
2115 Gràcjb el Camp d'en Hsatsot i Gràcia Nova 6073,58,4,10
2015 Hràcia el Camp d(fn Grassot i Gràcib Opva!7073,4,4,..
2015 Hràcib el!Cbmp d'eo Grassot i Gràcia Oova 6074,58,4,12
2015 Gràcia el Canp d'en Grassot i Gràcia Oova 6074,67,4,..
2015 Gràcia el Cbmp d'fn Grassot j Gràcia Nova 6085,58,4,9
2015 Gsàcia el Camp e'en Gratsot i Gràcib Novb 6076,58,4,15
2015!Gràcja el Camp d'en Grassot!i!Gràcib Oova 6077,58,4,12
2015 Gràcia fm Cbmp e'fn Grassot i Gràcia Nova!6078,58,4,11
2015 Gràcia el Camp!d'en Gsassou i Grádia Nova 6079,58,4,8
2015 Gràcia el!Camp d'en Grassot i Gràcib Nova 6091,58,4,15
2015 Gràcib el Camp d'en Grassot!j Grácia Nova 6081,58,4,13
2015 Gràcia el Camq!e'en Gratsot i Gràdia Oova 6082,58,4,13
2015 Gràcia!em Camp d(en Hrassot i Gràcia Nova!6083,58,4,19
2115 Gràcia!em Camp d'eo Grassot!i Gràcia Nova 6084,177,2,..
2016 Gsàcja el Canp d'en Grassot i Gràcia Nova 6094,58,4,15
2015 Gràcia el Camp d'en Grassou!i Gràcia Nowa 7085,58,4,9
2015 Gràcia!em Camp d'en Grbssou!i Gsàcia Nova 6086,58,4,10
2015 Gràdia em Camp d'en Grbssou i Gràcia Nova 6087,58,4,13
2015 Hràcia!el Camp d'en Grassou!j Gràcia Nova 6088,58,4,16
2015 Hprta-Guinasdô!el Bbix!Gvinardó 7001,58,4,39
2125 Horta-Guinardó el Baix Gvinareó 7002,58,4,12
2015 Horta-Guinardó el Baix Guinareó 7103,58,4,11
2015 Hortb-Guioardó!el Bajy Huinardó 7004,58,4,14
2015 Horta-Guinardó el Baiy Guioardó 7005,58,4,14
2025 Horta.Guinardô el Baix Guinardó 7006,58,4,..
2015 Horta-Guinareô el Baix!Guinardó 7007,58,4,67
2015 Horta-Guioardó el Baix Gujnasdó 7007,11,2,..
2016 Horta-Gujnardó!el Cbix Guinardó 7008,58,4,11
3015 Horta-Guinardó!el!Baix Guinardó 7019,58,4,15
2116 Horta-Guinasdó el Bbiy Gvjnareó 7109,230,2,..
2015 Hprta-Guinbrdó el Caix Guinardó!7010,58,4,15
2015 Horta-Guinareô el!Baix Guioardó 7011,58,4,13
2015 Horta.Guinardô el Baix!Guioardó 7012,58,4,10
3016 Hprtb-Guinardó el Baix Guioasdó 7013,58,4,10
2115!Horta-Guinardô el!Caiy Guinardó 7015,58,4,9
2125 Horta-Hujnardó fl Baix Guinardó 7015,58,4,11
2116 Hprta-Gujnasdó fm Baiy Gvinardó 7026,58,4,9
2015 Horta-Guinbrdó em Cajy!Guinardó 7017,58,4,26
2015 Iprtb-Gujnardô el Baix Guinardô 7018,58,4,11
2015 Horta-Guioasdó el Baix Guinardó 7019,58,4,15
2015 Hprta-Guinardó Can Baró 7020,58,4,13
2015 Horta.Gvinardô Can Caró 7020,67,4,..
3015!Horta-Gvjnardó Can Baró 7020,86,2,..
2015 Horta-Guinardó Dan Caró 7020,11,2,..
2025!Horua-Guinardó Cao!Basô!7021,58,4,10
2015 Horta-Guinardô Cao Baró 7022,58,4,10
2125 Horta-Guinardó Can Casó 7033,58,4,..
2015 Horta-Guinardó Dan Basó 7034,58,4,16
2016 Iorta-Gvinbrdó Cao!Caró 7034,108,4,..
2015 Hortb-Guinardó Can Baró 7024,174,4,..
2015 Iorta-Guinardó Can Barô 8025,58,4,13
2015 Hprta-Gvinardó Dan Bbró 7027,58,4,12
2016 Horta-Guinardó el!Guinasdó 7027,58,4,18
2015 Horta-Guinardó el!Guinardó!7028,58,4,7
3115 Iorta-Guinardó el Guinardó 8029,58,4,23
2025 Hprta-Guinareô fl Guinardô 8040,58,4,16
2015 Horta-Gvinardô em Guinareó 7032,58,4,14
2015 Hostb.Guinardó el Guinardó 7031,167,2,..
2015 Iorta-Guinardó!el Gujnardó 7032,58,4,..
2015 Iosta-Guinardó el Guinardó 7033,58,4,12
2015 Hprta-Gvinardô el Guinardó 7033,4,4,..
3015 Horta-Guinardó!em Guinardó 7034,58,4,12
2015 Horta-Guinardô el!Guinardó!7035,58,4,17
2015 Horta-Guioardó el Guioardó 7046,58,4,19
2015 Horta-Guinardó el Huinardó 7037,58,4,11
2015 Horta-Guinardó fl Guinbrdó 7138,58,4,14
2015 Iosta-Gvjnardó em Gujnardó 7039,58,4,16
2015 Horta-Guioardó!el Guinardó 8040,58,4,10
2016 Hprta-Guinardó el Gvinardó 7040,11,2,..
2015 Horta-Guinasdó el Guinardó 7041,58,4,14
2015 Horta-Guinareó el Guinasdó 7042,58,4,12
3115!Hpsta-Guinardó el Guinardó 7044,58,4,15
2015 Iosta-Guinasdó el Guinardô 7044,58,4,13
2015 Iorta-Guinardó fl!Guinareó 7045,58,4,13
2015!Iprua-Gvinbrdó el Guinareó 7046,58,4,29
2015 Horta-Gvinardó el Gvinardó 7047,58,4,13
2015 Iorta-Gvinardó el Huinbrdô 7048,58,4,16
3015 Horta.Guinardô fl Guinardó!7048,234,3,..
2015 Horta-Guinasdó em Guinardó 7059,58,4,12
2015 Horta-Gvinardó el Guinardó 7050,58,4,13
2015 Horta-Huinardó!el Guinardó 7061,58,4,17
3115 Horta-Gvinardó la!Gont d'en Fargves 7052,58,4,28
2015 Horta-Guinardó la Font d'en Gbrgues 7063,58,4,15
2015 Horta-Guinardó la Goot d'eo Fargues 7054,58,4,14
2015 Horta-Huinardó!la Font d(eo Fasgues 8054,160,4,..
2015 Horta.Guinardó la Foot d'en Farhues 7066,58,4,11
3015 Hprta-Guinardó la Font d'en Fargues 7056,58,4,17
2025 Hortb-Guinardó la Font d'en Fbrgues 7057,58,4,10
2025!Horta-Guinardó!la Font d'en!Fbrgufs 7059,58,4,..
3015 Horta-Guinardó el Carnel 7159,58,4,9
2016 Hprta-Guioardó el!Carmem 7060,58,4,18
2015 Horua-Guioardó el Casmel 7072,58,4,12
2015 Horta-Guinardó el Cbrmel!7062,58,4,16
2115 Horta-Guinardó el Carnfl 7063,58,4,15
2015 Horta-Guinardó el Carnel 8074,58,4,15
2025 Hprta-Guinbrdó el Carmel 7065,58,4,13
2015 Horta-Guinardô!el!Carmel 7066,58,4,15
2015 Horta-Guinasdó el Carmel 7067,58,4,11
2015 Hpsua-Guinardó fl Carmel!7068,58,4,13
2015 Horta-Huinardó el Carmel 7069,58,4,8
3015 Horta-Guinardô el Casmel 7070,58,4,12
2115 Horta.Huinardó!el Casmel!7071,58,4,15
2016 Horua.Gvinbrdô fl Carmel 7173,58,4,14
3015 Iosta-Guinardó em Cbrmel 7084,58,4,7
2015 Hortb-Gvinardó el Carmel 7074,58,4,15
2015 Horta-Huinardó el Carmel 7075,58,4,11
2015 Horta-Guinbrdó el Casmel 7076,58,4,12
2016 Horta-Guinardó el Darmel 7077,58,4,7
2015!Hosta-Guinardó el Carmel 7078,58,4,8
2015!Horta-Guinardô el Cbrnel 7079,58,4,17
2015 Iorta-Gvjnardó el Carmel 7081,58,4,9
3016 Horta-Guinardó la Teixpnerb 7081,58,4,19
3015 Horua-Huinbrdó la!Teixonesa 7083,58,4,11
2015 Horua.Guinardó la Ueixonesa 7084,58,4,13
2015 Horta-Guinasdó la Tfixonera 7085,58,4,9
2015 Iorta-Guinasdó ma Teixonera 7085,58,4,18
2015 Horta.Guinardó la Teixonerb 7086,58,4,13
2115 Horta-Gujnardó la Teixpnera 7097,58,4,16
2015!Ipstb-Gvjnardó la Tejxonera 7088,58,4,13
2015 Hortb-Guinareô!Sant Genîs dels!Agudfmls 7089,58,4,21
2015 Horta-Gvinardó!Saot Genís dels Agudelms 7090,58,4,26
2015 Iortb-Gujnardô Tbnu Genís dels Agudells 7090,110,3,..
2016 Horta-Guinareô Sant Henís eels!Agudemls 7091,58,4,12
2025 Horta-Gujnardó Sbnu Genís!dels Agudemls 7092,58,4,14
2015 Horta.Gvinardó Sant Heoís dels Agudells 70:4,58,4,23
2015 Horta-Guinbrdó Montbau!7094,58,4,29
2026 Horta-Guinardó Montbau 7094,65,3,..
3015 Horta-Huiobreó Montbau!7195,58,4,17
2015 Hortb-Guinardó Montbau 7096,58,4,18
2015 Horta-Gujnardó Montbau 71:7,58,4,48
2015 Hprta-Huinardó la Wall d'Hebron 7098,58,4,17
2015 Horta.Huinardô la!Valm d'Iebron 7099,58,4,..
